Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,ExpectedValue,KellyCriterion
NVDA,314.64,9.3,+163.16%,5.7,334.3,300.7,69.79%,0.415,2023-05-26,295.00P,4.7,310.00P,10.2,325.00C,7.5,340.00C,3.7,0.5250000000000004,0.05645161290322578
NVDA,314.64,9.15,+156.41%,5.85,329.15,295.85,69.79%,0.418,2023-05-26,290.00P,3.45,305.00P,7.95,320.00C,9.3,335.00C,4.65,0.4199999999999999,0.045901639344262266
NVDA,314.64,9.08,+153.38%,5.92,324.08,290.92,69.79%,0.411,2023-05-26,285.00P,2.47,300.00P,6.1,315.00C,11.45,330.00C,6.0,0.2450000000000005,0.02698237885462552
NVDA,314.64,10.47,+109.86%,9.53,340.47,299.53,69.79%,0.488,2023-05-26,290.00P,3.45,310.00P,10.2,330.00C,5.9,350.00C,2.18,0.2300000000000004,0.021967526265520565
AAPL,175.79,1.38,+123.21%,1.12,178.88,173.62,18.84%,0.431,2023-05-26,172.50P,0.66,175.00P,1.34,177.50C,1.19,180.00C,0.49,-0.0424999999999999,-0.03079710144927539
PLTR,12.05,0.5,+100.00%,0.5,13.5,11.5,99.44%,0.428,2023-05-26,11.00P,0.18,12.00P,0.52,13.00C,0.39,14.00C,0.23,-0.072,-0.14400000000000007
PLTR,12.05,0.45,+81.82%,0.55,12.95,11.05,99.44%,0.435,2023-05-26,10.50P,0.1,11.50P,0.3,12.50C,0.55,13.50C,0.3,-0.1149999999999999,-0.25555555555555554
MSFT,318.11,2.59,+107.47%,2.41,322.59,312.41,19.06%,0.455,2023-05-26,310.00P,0.94,315.00P,1.95,320.00C,2.68,325.00C,1.1,-0.135,-0.05212355212355205
GOOGL,124.29,1.52,+102.70%,1.48,127.52,121.48,30.09%,0.439,2023-05-26,120.00P,0.41,123.00P,0.95,126.00C,1.86,129.00C,0.88,-0.1629999999999999,-0.10723684210526314
GOOGL,124.29,1.66,+70.94%,2.34,127.66,120.34,30.09%,0.52,2023-05-26,118.00P,0.23,122.00P,0.72,126.00C,1.86,130.00C,0.69,-0.26,-0.15662650602409628
MSFT,318.11,2.54,+103.25%,2.46,325.04,314.96,19.06%,0.44,2023-05-26,312.50P,1.36,317.50P,2.84,322.50C,1.73,327.50C,0.67,-0.2600000000000002,-0.10236220472440953
TSLA,179.13,3.43,+84.28%,4.07,185.93,171.57,43.76%,0.492,2023-05-26,167.50P,0.86,175.00P,2.4,182.50C,3.1,190.00C,1.21,-0.3800000000000001,-0.1107871720116618
TSLA,179.13,3.47,+86.10%,4.03,188.47,174.03,43.76%,0.482,2023-05-26,170.00P,1.22,177.50P,3.3,185.00C,2.28,192.50C,0.89,-0.415,-0.11959654178674355
META,248.24,3.41,+83.37%,4.09,255.91,241.59,31.65%,0.488,2023-05-26,237.50P,1.09,245.00P,3.0,252.50C,2.47,260.00C,0.97,-0.4299999999999999,-0.1260997067448681
META,248.24,3.4,+82.93%,4.1,253.4,239.1,31.65%,0.485,2023-05-26,235.00P,0.75,242.50P,2.18,250.00C,3.3,257.50C,1.33,-0.4624999999999999,-0.13602941176470587
AAPL,175.79,1.41,+39.28%,3.59,181.41,173.59,18.84%,0.5720000000000001,2023-05-26,170.00P,0.33,175.00P,1.34,180.00C,0.48,185.00C,0.08,-0.7299999999999996,-0.5177304964539005
META,248.24,3.53,+54.56%,6.47,258.53,241.47,31.65%,0.5589999999999999,2023-05-26,235.00P,0.75,245.00P,3.0,255.00C,1.8,265.00C,0.52,-0.8800000000000006,-0.24929178470254978
TSLA,179.13,3.62,+56.74%,6.38,191.12,173.88,43.76%,0.546,2023-05-26,167.50P,0.86,177.50P,3.3,187.50C,1.65,197.50C,0.47,-0.9199999999999996,-0.25414364640883963
NFLX,364.97,5.62,+59.91%,9.38,375.62,349.38,35.56%,0.5329999999999999,2023-05-26,340.00P,0.81,355.00P,3.0,370.00C,5.45,385.00C,2.02,-1.3850000000000016,-0.24644128113879027
TSLA,179.13,3.62,+40.77%,8.88,193.62,173.88,43.76%,0.589,2023-05-26,165.00P,0.6,177.50P,3.3,190.00C,1.2,202.50C,0.28,-1.5175000000000003,-0.4191988950276244
NVDA,314.64,11.19,+59.49%,18.81,351.19,298.81,69.79%,0.5760000000000001,2023-05-26,280.00P,1.79,310.00P,10.2,340.00C,3.6,370.00C,0.82,-1.5299999999999976,-0.13672922252010702
NFLX,364.97,5.8,+40.85%,14.2,385.8,354.2,35.56%,0.599,2023-05-26,340.00P,0.81,360.00P,4.55,380.00C,2.76,400.00C,0.7,-2.2200000000000006,-0.3827586206896552
Downloaded from Barchart.com as of 05-19-2023 08:59am CDT,,,,,,,,,,,,,,,,,,,
