Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE,Probability,"Exp Date","Leg1 Strike","Leg1 Bid","Leg2 Strike","Leg2 Ask","Exp Type"
INTC,30.86,0.21,+72.41%,0.29,31.21,55.2%,2023-04-28,31,1,31.5,0.79,weekly
ATVI,85.57,1.24,+70.45%,1.76,88.24,62.3%,2023-04-28,87,2.31,90,1.07,weekly
CVX,169.85,1.03,+70.07%,1.47,171.03,56.8%,2023-04-28,170,2.64,172.5,1.61,weekly
SCHW,54,0.41,+69.49%,0.59,54.41,56.1%,2023-04-28,54,1.07,55,0.66,weekly
ATVI,85.57,0.82,+69.49%,1.18,88.82,64.8%,2023-04-28,88,1.89,90,1.07,weekly
MO,45.99,0.2,+66.67%,0.3,46.2,55.8%,2023-04-28,46,0.56,46.5,0.36,weekly
AMZN,103.81,1.2,+66.67%,1.8,105.2,55.8%,2023-04-28,104,3.7,107,2.5,weekly
AMZN,103.81,0.8,+66.67%,1.2,104.8,54.1%,2023-04-28,104,3.7,106,2.9,weekly
GOOG,105.9,1.19,+65.75%,1.81,107.19,56.4%,2023-04-28,106,3.15,109,1.96,weekly
INTC,30.86,0.39,+63.93%,0.61,31.39,57.9%,2023-04-28,31,1,32,0.61,weekly
KO,63.96,0.39,+63.93%,0.61,64.39,59.6%,2023-04-28,64,0.64,65,0.25,weekly
GOOG,105.9,1.55,+63.27%,2.45,107.55,58.1%,2023-04-28,106,3.15,110,1.6,weekly
SHOP,48,0.58,+63.04%,0.92,48.58,56.5%,2023-04-28,48,1.4,49.5,0.82,weekly
JPM,140.81,0.77,+62.60%,1.23,141.77,61.0%,2023-04-28,141,1.31,143,0.54,weekly
AMZN,103.81,1.15,+62.16%,1.85,105.15,54.9%,2023-05-05,104,4.2,107,3.05,weekly
XOM,115.64,0.38,+61.29%,0.62,116.38,56.0%,2023-04-28,116,1.75,117,1.37,weekly
AAPL,166.65,0.95,+61.29%,1.55,168.45,63.0%,2023-04-28,167.5,1.75,170,0.8,weekly
AMZN,103.81,0.75,+60.00%,1.25,105.75,58.0%,2023-04-28,105,3.25,107,2.5,weekly
AMZN,103.81,1.5,+60.00%,2.5,105.5,57.0%,2023-04-28,104,3.7,108,2.2,weekly
AMZN,103.81,1.85,+58.73%,3.15,105.85,57.4%,2023-05-05,104,4.2,109,2.35,weekly
INTC,30.86,0.37,+58.73%,0.63,31.37,56.5%,2023-05-05,31,1.12,32,0.75,weekly
GOOGL,105.29,0.37,+58.73%,0.63,106.37,55.4%,2023-04-28,106,2.85,107,2.48,weekly
AMD,90.11,0.37,+58.73%,0.63,91.37,59.4%,2023-04-28,91,1.73,92,1.36,weekly
AMZN,103.81,1.85,+58.73%,3.15,105.85,58.4%,2023-04-28,104,3.7,109,1.85,weekly
